1947,variation,,"Verve Dry Fit - White-Sky Blue",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,,,,M-TSH-2-3,,,,,,7,size,,,1,,,,,,,,,,,,,,,,,,,color,"White-Sky Blue",,1,
1954,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,24.99,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,24.99,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,24.99,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,24.99,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,24.99,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,24.99,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,24.99,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,variable,M-TT-1-1,"Gladiator Tanks",1,0,visible,"Kwench Mens Vest","The designer tank really is one of a kind when it comes to style and uniqueness.It encompasses our vision for incorporating 'style' into fitness apparel. Made out of Super Light Stretch Material, it gives you ultimate comfort even when you are undergoing intensive workout training.",,,taxable,,1,15,0,0,,,,,1,,,,"MEN, MEN > Tanks",,,"http://kwench.prangi.de/wp-content/uploads/2017/01/1a-1.jpg, http://kwench.prangi.de/wp-content/uploads/2017/01/1e-1.jpg, http://kwench.prangi.de/wp-content/uploads/2017/01/1d-1.jpg, http://kwench.prangi.de/wp-content/uploads/2017/01/1c-1.jpg, http://kwench.prangi.de/wp-content/uploads/2017/01/1b-1.jpg",,,,,,,,,8,size,"L, M, XL, XXL",1,1,M,"•        Ultra-tight, body fit High sheen breathable polyester/ Spandex
•        Kwench Vita® fabric, with all the benefits breathability, moisture control & Perfect fit, very comfortable to be worn all day
•        UPF 50  to protect your skin from the Sun's Ultraviolet rays
•        Extreme Elasticity to enhance shaping power & comfort and guarantee maximum freedom
•        ‘Hydra-Span’ System wicks sweat away from the body
•        Anti-odour technology prevents the growth of odour-causing microbes
•        Kwench Logo on Chest Panel
•        Body: Polyamide/Lycra",setting,label,no,default,0,,24.99,24.99,1964,1964,24.99,24.99,1964,1964,0,,color,"Beige, Brown, Grey",1,1,Beige
1963,variation,,"Gladiator Tanks - Brown",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,24.99,,,,,,,M-TT-1-1,,,,,,6,size,,,1,,,,,,,,,,,,,,,,,,,color,Brown,,1,
1964,variation,,"Gladiator Tanks - Beige",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,24.99,,,,,,,M-TT-1-1,,,,,,5,size,,,1,,,,,,,,,,,,,,,,,,,color,Beige,,1,
1965,variation,,"Gladiator Tanks - XXL",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,24.99,,,,,,,M-TT-1-1,,,,,,4,size,XXL,,1,,,,,,,,,,,,,,,,,,,color,,,1,
1966,variation,,"Gladiator Tanks - XL",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,24.99,,,,,,,M-TT-1-1,,,,,,3,size,XL,,1,,,,,,,,,,,,,,,,,,,color,,,1,
1967,variation,,"Gladiator Tanks - L",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,24.99,,,,,,,M-TT-1-1,,,,,,2,size,L,,1,,,,,,,,,,,,,,,,,,,color,,,1,
1968,variation,,"Gladiator Tanks - M",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,24.99,,,,,,,M-TT-1-1,,,,,,1,size,M,,1,,,,,,,,,,,,,,,,,,,color,,,1,
1969,variation,,"Gladiator Tanks - Grey",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,24.99,,,,,,,M-TT-1-1,,,,,,7,size,,,1,,,,,,,,,,,,,,,,,,,color,Grey,,1,
